,evaluation_timestep,eval_start_date,eval_end_date,eval_length,signal_length,holding_period,opt_entry_exit,pmwf,ur_1,ur_signal,uhr,ufmfgs,ctwof1,ctwof2,num_penu,penu_filter_thresh,profit,sharpe,av_pnl,av_pnl_holding,stdev_pnl,lb1_0,lb1_1,lb1_2,lb1_3,lb1_4,lb1_5,lb1_6,lb5_0,lb5_1,lb5_2,lb5_3,lb5_4,lb5_5,lb5_6
10,610,2024-03-01,2024-04-01,20,20,15,0,0,0,0,0,1,0,0,0.15,0.2,0.9411585478183058,-1.897284438755537,-0.0600486036335921,-0.0450364527251941,0.0316497634234428,1.8226601315888074,0.3599444800180071,0.3700231286819989,0.18736054267170277,0.4028828853815564,-0.11188897130756126,-0.9430358833318196,1.707475583359438,0.5347363502198689,0.762852012683566,0.474161267571833,-0.04967903555010473,0.021728221586229723,0.1907563024577296
11,630,2024-04-01,2024-04-29,20,20,15,0,0,0,0,0,1,0,0,0.15,0.2,1.0532526664886757,1.346553375942766,0.0527091583250839,0.0395318687438129,0.0391437571408415,2.0253236092747273,0.2547605389017673,-0.43355810357187047,0.39165752365162554,0.031690170747781896,0.5643174922015125,0.004089241068224749,2.339782663344536,-0.30584136286829033,0.347471367074475,-0.5976899406707535,-0.09909238614854717,0.18326245265228366,-0.011864707464388138
12,400,2023-05-01,2023-05-30,20,20,20,1,0,0,0,0,1,0,0,0.15,0.2,0.9828454055664148,-0.446040511521646,-0.0166058541453444,-0.0166058541453444,0.0372294751629047,2.252238151201439,-1.0479075235120614,0.058688038990340065,-0.6153438072218211,0.07341554874505198,0.5023310868961232,0.0018021509334543659,1.368326136480496,0.16230189287014768,-0.938993372412546,0.01788917633975175,0.36014239616880006,0.5280353959241395,-0.018587164017459443
13,422,2023-06-01,2023-06-30,20,20,18,1,0,0,0,0,1,0,0,0.15,0.2,0.9332868176662932,-1.586307664553751,-0.0679996512384505,-0.0611996861146054,0.0428666221300643,0.36469530753661933,0.18993726333253896,0.7050859876685875,-0.6076271977428,-0.3561467837108831,0.3534388492980404,0.09250920322917876,-1.8091005282851376,2.117040256013407,0.08434634089897597,0.05701914899292868,-0.33540357904169105,0.3629381563264491,0.12866380966299476
14,443,2023-07-03,2023-08-01,20,20,5,1,0,0,0,0,1,0,0,0.15,0.2,1.006559383215746,0.6357034861860728,0.0065926083319414,0.0016481520829853,0.0103705713043892,1.9243263566570337,0.1326263274667072,0.718457029342599,-0.4411604590596584,-0.3882429630432592,0.19085214408020582,0.016129127025890738,0.5605674820846583,0.9327303727859496,-0.8096636640623458,-0.09881992178664238,0.27825745260763507,0.3216534371862318,-0.0010196209689707918
15,463,2023-08-01,2023-08-29,20,20,7,1,0,0,0,0,1,0,0,0.15,0.2,1.0319312731774388,1.218219299616487,0.0317930026633283,0.0111275509321649,0.0260979305395483,1.502715704515438,0.4877636353132508,0.0698470619724753,-0.18535660624458744,-0.055734473441410366,0.2767542254622724,-0.5445248995089571,1.483055262899297,0.9968423647312251,-0.13019510928979966,0.4277248207124706,-0.21154180626820746,0.43294671674233737,-0.003424383381187227
16,486,2023-09-01,2023-10-02,20,20,15,1,0,0,0,0,1,0,0,0.15,0.2,0.957990711924292,-0.8496387430012363,-0.0416623788621979,-0.0312467841466484,0.0490354038176639,1.4521886197349343,-1.8215348443727817,0.37076420388437753,-0.2529329739669563,0.5704209529012367,0.4934731738055321,-0.2592896041515971,-1.1728836683136612,-1.004175900252226,0.20042693070388332,-0.7334022302966972,0.7207281479408016,0.4126458131462143,-0.19893598095893658
17,506,2023-10-02,2023-10-30,20,20,18,1,0,0,0,0,1,0,0,0.15,0.2,0.9836446524939156,-0.4720776610142473,-0.015911040062209,-0.0143199360559881,0.0337042850704365,-2.836377861560491,-0.362795405253067,0.5901674047744742,-0.4518673729719669,0.0961853693721996,0.07042485521049784,-0.28509770950553404,-3.241560481188878,0.8568417264161501,-0.2461114772846267,0.38608652765472234,0.24198841462007337,0.162694974326149,-0.31577640790982264
18,528,2023-11-01,2023-11-30,20,20,17,1,0,0,0,0,1,0,0,0.15,0.2,0.9098588899794994,-3.0382187528742737,-0.0937624637817651,-0.0796980942145003,0.0308609983047014,-1.6403800964782487,-1.4567409150597586,-0.09663191379161444,0.30139464746806455,0.9290290800943638,0.14535690223314465,0.7165206471628013,-2.9334782483980226,-0.22736239880369893,0.21979208853249513,-0.7194734428855907,0.3573282510828145,-0.10374418127718968,-0.3330949611485333
19,549,2023-12-01,2024-01-02,20,20,17,1,0,0,0,0,1,0,0,0.15,0.2,0.9985910445781792,-0.0621796219164137,-0.0012179473062447,-0.001035255210308,0.0195875637179332,2.0369956338701334,0.6575941389545321,-0.7862351988314115,0.07448665002985495,0.25848267462897456,0.25842977739685896,-0.08764665006837263,2.2871777351697187,0.37764753746179175,-0.42871661622123974,-0.4627700390249247,0.3044474367610124,0.018697257339101395,-0.6538210471994524
20,569,2024-01-02,2024-01-31,20,20,17,1,0,0,0,0,1,0,0,0.15,0.2,1.0003041946134683,0.0256360367602867,0.000837045426819,0.0007114886127962,0.0326511244560135,1.6851806996048107,0.4560853329209476,0.21772896532867864,-0.8927754726767683,-0.03692309592514815,-0.11220529478077564,-0.08329976663146359,1.2862499055542698,1.7983627463168204,0.12257264437318607,0.44620216196462975,-0.4188082302704612,0.19039653071549573,-0.027131223507349162
21,590,2024-02-01,2024-03-01,20,20,13,1,0,0,0,0,1,0,0,0.15,0.2,1.0166427336112749,0.8256081390442576,0.0167174990594485,0.0108663743886415,0.0202487091258585,-0.07928980962677971,2.015025524892733,0.1975907054331569,0.2956198093578516,-0.41840082906562354,0.21483494229833658,0.046942246610956334,1.6057836917631443,0.7740698881804428,1.1937335946613838,-0.3001295853109322,-0.7096342693664043,0.07389794320262115,0.01494810352460952
22,610,2024-03-01,2024-04-01,20,20,18,1,0,0,0,0,1,0,0,0.15,0.2,0.9257776338390564,-1.8153421945831107,-0.0760824599394216,-0.0684742139454794,0.0419108089738936,1.8226601315888074,0.3599444800180071,0.3700231286819989,0.18736054267170277,0.4028828853815564,-0.11188897130756126,-0.9430358833318196,1.707475583359438,0.5347363502198689,0.762852012683566,0.474161267571833,-0.04967903555010473,0.021728221586229723,0.1907563024577296
23,630,2024-04-01,2024-04-29,20,20,19,1,0,0,0,0,1,0,0,0.15,0.2,1.0155465022831376,0.3735921033357368,0.0164015705921788,0.0155814920625698,0.043902348164568,2.0253236092747273,0.2547605389017673,-0.43355810357187047,0.39165752365162554,0.031690170747781896,0.5643174922015125,0.004089241068224749,2.339782663344536,-0.30584136286829033,0.347471367074475,-0.5976899406707535,-0.09909238614854717,0.18326245265228366,-0.011864707464388138
24,400,2023-05-01,2023-05-30,20,20,16,0,0,0,0,1,1,0,0,0.15,0.2,1.0069512837357193,0.2103071565646448,0.0075802963340505,0.0060642370672404,0.0360439295451199,2.252238151201439,-1.0479075235120614,0.058688038990340065,-0.6153438072218211,0.07341554874505198,0.5023310868961232,0.0018021509334543659,1.368326136480496,0.16230189287014768,-0.938993372412546,0.01788917633975175,0.36014239616880006,0.5280353959241395,-0.018587164017459443
25,422,2023-06-01,2023-06-30,20,20,12,0,0,0,0,1,1,0,0,0.15,0.2,1.0476384120574145,1.3175831366501414,0.047231538451128,0.0283389230706768,0.0358471030307892,0.36469530753661933,0.18993726333253896,0.7050859876685875,-0.6076271977428,-0.3561467837108831,0.3534388492980404,0.09250920322917876,-1.8091005282851376,2.117040256013407,0.08434634089897597,0.05701914899292868,-0.33540357904169105,0.3629381563264491,0.12866380966299476
26,443,2023-07-03,2023-08-01,20,20,6,0,0,0,0,1,1,0,0,0.15,0.2,0.9928768348016036,-0.5391383535814879,-0.0070617311243269,-0.002118519337298,0.0130981798594293,1.9243263566570337,0.1326263274667072,0.718457029342599,-0.4411604590596584,-0.3882429630432592,0.19085214408020582,0.016129127025890738,0.5605674820846583,0.9327303727859496,-0.8096636640623458,-0.09881992178664238,0.27825745260763507,0.3216534371862318,-0.0010196209689707918
27,463,2023-08-01,2023-08-29,20,20,15,0,0,0,0,1,1,0,0,0.15,0.2,1.013068350181371,0.2704099982350086,0.0144273688105992,0.0108205266079494,0.053353681094516,1.502715704515438,0.4877636353132508,0.0698470619724753,-0.18535660624458744,-0.055734473441410366,0.2767542254622724,-0.5445248995089571,1.483055262899297,0.9968423647312251,-0.13019510928979966,0.4277248207124706,-0.21154180626820746,0.43294671674233737,-0.003424383381187227
28,486,2023-09-01,2023-10-02,20,20,7,0,0,0,0,1,1,0,0,0.15,0.2,1.0320057673830938,2.0343259051296925,0.0316494668007247,0.0110773133802536,0.0155577170407742,1.4521886197349343,-1.8215348443727817,0.37076420388437753,-0.2529329739669563,0.5704209529012367,0.4934731738055321,-0.2592896041515971,-1.1728836683136612,-1.004175900252226,0.20042693070388332,-0.7334022302966972,0.7207281479408016,0.4126458131462143,-0.19893598095893658
29,506,2023-10-02,2023-10-30,20,20,4,0,0,0,0,1,1,0,0,0.15,0.2,1.0040927279713312,0.1350972294930773,0.0046940381378036,0.0009388076275607,0.0347456284293689,-2.836377861560491,-0.362795405253067,0.5901674047744742,-0.4518673729719669,0.0961853693721996,0.07042485521049784,-0.28509770950553404,-3.241560481188878,0.8568417264161501,-0.2461114772846267,0.38608652765472234,0.24198841462007337,0.162694974326149,-0.31577640790982264
30,528,2023-11-01,2023-11-30,20,20,17,0,0,0,0,1,1,0,0,0.15,0.2,0.9234729027876564,-1.8106142457592225,-0.0785039940988461,-0.0667283949840192,0.0433576584756892,-1.6403800964782487,-1.4567409150597586,-0.09663191379161444,0.30139464746806455,0.9290290800943638,0.14535690223314465,0.7165206471628013,-2.9334782483980226,-0.22736239880369893,0.21979208853249513,-0.7194734428855907,0.3573282510828145,-0.10374418127718968,-0.3330949611485333
